Timestamp,Kirsch Center Net Meter Real Power,S6 Central Plant Gas Meter Gas Consumption,Kirsch Center Net Meter Net Energy Consumed
2024-04-04T23:45:00-07:00 Los_Angeles,9.770000457763672kW,165662.203125hundred_cubic_feet_natural_gas,""
2024-04-05T00:00:00-07:00 Los_Angeles,9.869999885559082kW,165662.5hundred_cubic_feet_natural_gas,3kWh
2024-04-05T00:15:00-07:00 Los_Angeles,8.680000305175781kW,165663hundred_cubic_feet_natural_gas,2kWh
2024-04-05T00:30:00-07:00 Los_Angeles,8.65999984741211kW,165663.5hundred_cubic_feet_natural_gas,2kWh
2024-04-05T00:45:00-07:00 Los_Angeles,8.5600004196167kW,165663.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-05T01:00:00-07:00 Los_Angeles,8.65999984741211kW,165664.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-05T01:15:00-07:00 Los_Angeles,8.609999656677246kW,165664.703125hundred_cubic_feet_natural_gas,3kWh
2024-04-05T01:30:00-07:00 Los_Angeles,8.600000381469727kW,165665.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-05T01:45:00-07:00 Los_Angeles,8.550000190734863kW,165665.5hundred_cubic_feet_natural_gas,2kWh
2024-04-05T02:00:00-07:00 Los_Angeles,8.569999694824219kW,165666hundred_cubic_feet_natural_gas,2kWh
2024-04-05T02:15:00-07:00 Los_Angeles,8.600000381469727kW,165666.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-05T02:30:00-07:00 Los_Angeles,8.630000114440918kW,165667hundred_cubic_feet_natural_gas,2kWh
2024-04-05T02:45:00-07:00 Los_Angeles,8.579999923706055kW,165667.5hundred_cubic_feet_natural_gas,2kWh
2024-04-05T03:00:00-07:00 Los_Angeles,8.699999809265137kW,165668hundred_cubic_feet_natural_gas,3kWh
2024-04-05T03:15:00-07:00 Los_Angeles,8.699999809265137kW,165668.5hundred_cubic_feet_natural_gas,2kWh
2024-04-05T03:30:00-07:00 Los_Angeles,8.720000267028809kW,165669.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-05T03:45:00-07:00 Los_Angeles,8.710000038146973kW,165669.5hundred_cubic_feet_natural_gas,2kWh
2024-04-05T04:00:00-07:00 Los_Angeles,8.649999618530273kW,165670.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-05T04:15:00-07:00 Los_Angeles,8.539999961853027kW,165670.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-05T04:30:00-07:00 Los_Angeles,8.579999923706055kW,165671.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-05T04:45:00-07:00 Los_Angeles,8.640000343322754kW,165671.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-05T05:00:00-07:00 Los_Angeles,8.529999732971191kW,165672.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-05T05:15:00-07:00 Los_Angeles,8.550000190734863kW,165672.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-05T05:30:00-07:00 Los_Angeles,8.569999694824219kW,165673.203125hundred_cubic_feet_natural_gas,2kWh
2024-04-05T05:45:00-07:00 Los_Angeles,8.75kW,165673.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-05T06:00:00-07:00 Los_Angeles,8.949999809265137kW,165674.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-05T06:15:00-07:00 Los_Angeles,9.899999618530273kW,165674.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-05T06:30:00-07:00 Los_Angeles,9.699999809265137kW,165675.296875hundred_cubic_feet_natural_gas,2kWh
2024-04-05T06:45:00-07:00 Los_Angeles,9.529999732971191kW,165675.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-05T07:00:00-07:00 Los_Angeles,8.84000015258789kW,165676.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-05T07:15:00-07:00 Los_Angeles,11.1899995803833kW,165678.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-05T07:30:00-07:00 Los_Angeles,8.789999961853027kW,165679.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-05T07:45:00-07:00 Los_Angeles,8.239999771118164kW,165681hundred_cubic_feet_natural_gas,2kWh
2024-04-05T08:00:00-07:00 Los_Angeles,6.510000228881836kW,165681.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-05T08:15:00-07:00 Los_Angeles,8.90999984741211kW,165683hundred_cubic_feet_natural_gas,1kWh
2024-04-05T08:30:00-07:00 Los_Angeles,2.5199999809265137kW,165684hundred_cubic_feet_natural_gas,2kWh
2024-04-05T08:45:00-07:00 Los_Angeles,-0.4399999976158142kW,165685.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-05T09:00:00-07:00 Los_Angeles,-3.2300000190734863kW,165686.203125hundred_cubic_feet_natural_gas,0kWh
2024-04-05T09:15:00-07:00 Los_Angeles,3.2899999618530273kW,165687.296875hundred_cubic_feet_natural_gas,-1kWh
2024-04-05T09:30:00-07:00 Los_Angeles,4.679999828338623kW,165688.296875hundred_cubic_feet_natural_gas,0kWh
2024-04-05T09:45:00-07:00 Los_Angeles,4.929999828338623kW,165689.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-05T10:00:00-07:00 Los_Angeles,6.150000095367432kW,165689.90625hundred_cubic_feet_natural_gas,-1kWh
2024-04-05T10:15:00-07:00 Los_Angeles,2.75kW,165690.90625hundred_cubic_feet_natural_gas,-2kWh
2024-04-05T10:30:00-07:00 Los_Angeles,-9.279999732971191kW,165691.609375hundred_cubic_feet_natural_gas,-4kWh
2024-04-05T10:45:00-07:00 Los_Angeles,-0.11999999731779099kW,165692.609375hundred_cubic_feet_natural_gas,-5kWh
2024-04-05T11:00:00-07:00 Los_Angeles,-25.040000915527344kW,165693.203125hundred_cubic_feet_natural_gas,-3kWh
2024-04-05T11:15:00-07:00 Los_Angeles,-22.520000457763672kW,165694hundred_cubic_feet_natural_gas,-2kWh
2024-04-05T11:30:00-07:00 Los_Angeles,-23.709999084472656kW,165694.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-05T11:45:00-07:00 Los_Angeles,-24.829999923706055kW,165695.40625hundred_cubic_feet_natural_gas,-6kWh
2024-04-05T12:00:00-07:00 Los_Angeles,7.880000114440918kW,165696.109375hundred_cubic_feet_natural_gas,0kWh
2024-04-05T12:15:00-07:00 Los_Angeles,5.5kW,165696.703125hundred_cubic_feet_natural_gas,-3kWh
2024-04-05T12:30:00-07:00 Los_Angeles,-16.610000610351562kW,165697.203125hundred_cubic_feet_natural_gas,-4kWh
2024-04-05T12:45:00-07:00 Los_Angeles,-24.280000686645508kW,165698.109375hundred_cubic_feet_natural_gas,-4kWh
2024-04-05T13:00:00-07:00 Los_Angeles,1.6699999570846558kW,165698.90625hundred_cubic_feet_natural_gas,-5kWh
2024-04-05T13:15:00-07:00 Los_Angeles,-3.990000009536743kW,165699.609375hundred_cubic_feet_natural_gas,-3kWh
2024-04-05T13:30:00-07:00 Los_Angeles,-23.969999313354492kW,165700.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-05T13:45:00-07:00 Los_Angeles,-25.020000457763672kW,165700.703125hundred_cubic_feet_natural_gas,-4kWh
2024-04-05T14:00:00-07:00 Los_Angeles,-23.520000457763672kW,165701.796875hundred_cubic_feet_natural_gas,-5kWh
2024-04-05T14:15:00-07:00 Los_Angeles,-22.030000686645508kW,165702.296875hundred_cubic_feet_natural_gas,-6kWh
2024-04-05T14:30:00-07:00 Los_Angeles,-21.65999984741211kW,165703.109375hundred_cubic_feet_natural_gas,-5kWh
2024-04-05T14:45:00-07:00 Los_Angeles,-21.459999084472656kW,165703.90625hundred_cubic_feet_natural_gas,-5kWh
2024-04-05T15:00:00-07:00 Los_Angeles,-21.219999313354492kW,165704.5hundred_cubic_feet_natural_gas,-4kWh
2024-04-05T15:15:00-07:00 Los_Angeles,-19.31999969482422kW,165704.609375hundred_cubic_feet_natural_gas,-5kWh
2024-04-05T15:30:00-07:00 Los_Angeles,-18.3700008392334kW,165705.40625hundred_cubic_feet_natural_gas,-5kWh
2024-04-05T15:45:00-07:00 Los_Angeles,-16.989999771118164kW,165706.296875hundred_cubic_feet_natural_gas,-4kWh
2024-04-05T16:00:00-07:00 Los_Angeles,-14.920000076293945kW,165707hundred_cubic_feet_natural_gas,-4kWh
2024-04-05T16:15:00-07:00 Los_Angeles,-12.829999923706055kW,165707.5hundred_cubic_feet_natural_gas,-4kWh
2024-04-05T16:30:00-07:00 Los_Angeles,-10.619999885559082kW,165707.90625hundred_cubic_feet_natural_gas,-3kWh
2024-04-05T16:45:00-07:00 Los_Angeles,-6.980000019073486kW,165708.703125hundred_cubic_feet_natural_gas,-2kWh
2024-04-05T17:00:00-07:00 Los_Angeles,-4.440000057220459kW,165709.40625hundred_cubic_feet_natural_gas,-1kWh
2024-04-05T17:15:00-07:00 Los_Angeles,-5.760000228881836kW,165710.203125hundred_cubic_feet_natural_gas,-2kWh
2024-04-05T17:30:00-07:00 Los_Angeles,-4.670000076293945kW,165710.40625hundred_cubic_feet_natural_gas,-1kWh
2024-04-05T17:45:00-07:00 Los_Angeles,-0.20999999344348907kW,165710.703125hundred_cubic_feet_natural_gas,0kWh
2024-04-05T18:00:00-07:00 Los_Angeles,2.8399999141693115kW,165711.40625hundred_cubic_feet_natural_gas,1kWh
2024-04-05T18:15:00-07:00 Los_Angeles,10.890000343322754kW,165711.703125hundred_cubic_feet_natural_gas,1kWh
2024-04-05T18:30:00-07:00 Los_Angeles,7.880000114440918kW,165712.109375hundred_cubic_feet_natural_gas,2kWh
2024-04-05T18:45:00-07:00 Los_Angeles,9.890000343322754kW,165712.40625hundred_cubic_feet_natural_gas,2kWh
2024-04-05T19:00:00-07:00 Los_Angeles,13.399999618530273kW,165712.90625hundred_cubic_feet_natural_gas,3kWh
2024-04-05T19:15:00-07:00 Los_Angeles,12.640000343322754kW,165713.296875hundred_cubic_feet_natural_gas,4kWh
2024-04-05T19:30:00-07:00 Los_Angeles,12.930000305175781kW,165713.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-05T19:45:00-07:00 Los_Angeles,13.020000457763672kW,165714.109375hundred_cubic_feet_natural_gas,3kWh
2024-04-05T20:00:00-07:00 Los_Angeles,14.15999984741211kW,165714.40625hundred_cubic_feet_natural_gas,4kWh
2024-04-05T20:15:00-07:00 Los_Angeles,12.140000343322754kW,165714.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-05T20:30:00-07:00 Los_Angeles,11.529999732971191kW,165715.296875hundred_cubic_feet_natural_gas,3kWh
2024-04-05T20:45:00-07:00 Los_Angeles,11.899999618530273kW,165715.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-05T21:00:00-07:00 Los_Angeles,11.550000190734863kW,165716hundred_cubic_feet_natural_gas,3kWh
2024-04-05T21:15:00-07:00 Los_Angeles,11.470000267028809kW,165716.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-05T21:30:00-07:00 Los_Angeles,12.069999694824219kW,165716.796875hundred_cubic_feet_natural_gas,3kWh
2024-04-05T21:45:00-07:00 Los_Angeles,11.800000190734863kW,165717.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-05T22:00:00-07:00 Los_Angeles,9.75kW,165717.609375hundred_cubic_feet_natural_gas,3kWh
2024-04-05T22:15:00-07:00 Los_Angeles,9.800000190734863kW,165717.90625hundred_cubic_feet_natural_gas,2kWh
2024-04-05T22:30:00-07:00 Los_Angeles,9.75kW,165718.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-05T22:45:00-07:00 Los_Angeles,9.710000038146973kW,165718.796875hundred_cubic_feet_natural_gas,2kWh
2024-04-05T23:00:00-07:00 Los_Angeles,9.739999771118164kW,165719.203125hundred_cubic_feet_natural_gas,3kWh
2024-04-05T23:15:00-07:00 Los_Angeles,9.739999771118164kW,165719.609375hundred_cubic_feet_natural_gas,2kWh
2024-04-05T23:30:00-07:00 Los_Angeles,9.75kW,165720hundred_cubic_feet_natural_gas,2kWh
2024-04-05T23:45:00-07:00 Los_Angeles,9.6899995803833kW,165720.40625hundred_cubic_feet_natural_gas,3kWh
2024-04-06T00:00:00-07:00 Los_Angeles,9.770000457763672kW,165720.703125hundred_cubic_feet_natural_gas,2kWh
2024-04-06T00:15:00-07:00 Los_Angeles,8.680000305175781kW,165721.203125hundred_cubic_feet_natural_gas,3kWh
